1,0,0,0,0,0,0,0
2,2,168,0,0,0,0,0
3,2,168,0,0,0,0,0
4294967294,1,90,0,0,0,0,0
1,14,2023,0,18,1488,0,1
2,15,1238,0,19,2441,0,1
3,5,418,0,29,3261,0,1
4294967294,3,258,0,30,3343,0,1
1,22,3034,0,32,3756,0,2
2,26,3256,0,30,3702,0,2
3,5,418,0,51,6540,0,2
4294967294,6,508,0,49,6372,0,2
1,25,3765,0,36,4683,0,3
2,30,4183,0,33,4433,0,3
3,5,418,0,58,8198,0,3
4294967294,6,508,0,56,8030,0,3
1,27,4115,0,36,4683,0,4
2,30,4183,0,35,4783,0,4
3,5,418,0,60,8548,0,4
4294967294,6,508,0,58,8380,0,4
1,31,4644,0,45,5756,0,5
2,38,5186,0,40,5382,0,5
3,6,488,0,72,10080,0,5
4294967294,6,508,0,71,9982,0,5
1,32,4714,0,47,6168,0,6
2,39,5528,0,42,5522,0,6
3,6,488,0,75,10562,0,6
4294967294,7,578,0,73,10394,0,6
1,32,4714,0,47,6168,0,7
2,39,5528,0,42,5522,0,7
3,6,488,0,75,10562,0,7
4294967294,7,578,0,73,10394,0,7
1,34,5163,0,47,6168,0,8
2,39,5528,0,44,5971,0,8
3,6,488,0,77,11011,0,8
4294967294,7,578,0,75,10843,0,8
1,36,5303,0,54,6695,0,9
2,45,5985,0,47,6181,0,9
3,7,558,0,85,11608,0,9
4294967294,7,578,0,84,11510,0,9
1,37,5373,0,55,6765,0,10
2,45,5985,0,49,6321,0,10
3,7,558,0,87,11748,0,10
4294967294,8,648,0,85,11580,0,10
1,37,5373,0,55,6765,0,11
2,45,5985,0,49,6321,0,11
3,7,558,0,87,11748,0,11
4294967294,8,648,0,85,11580,0,11
1,37,5373,0,56,7107,0,12
2,46,6327,0,49,6321,0,12
3,7,558,0,88,12090,0,12
4294967294,8,648,0,86,11922,0,12
1,37,5373,0,56,7107,0,13
2,46,6327,0,49,6321,0,13
3,7,558,0,88,12090,0,13
4294967294,8,648,0,86,11922,0,13
1,37,5373,0,56,7107,0,14
2,46,6327,0,49,6321,0,14
3,7,558,0,88,12090,0,14
4294967294,8,648,0,86,11922,0,14
1,37,5373,0,56,7107,0,15
2,46,6327,0,49,6321,0,15
3,7,558,0,88,12090,0,15
4294967294,8,648,0,86,11922,0,15
1,38,5480,0,57,7214,0,16
2,47,6434,0,50,6428,0,16
3,7,558,0,90,12304,0,16
4294967294,8,648,0,88,12136,0,16
1,38,5480,0,57,7214,0,17
2,47,6434,0,50,6428,0,17
3,7,558,0,90,12304,0,17
4294967294,8,648,0,88,12136,0,17
1,38,5480,0,57,7214,0,18
2,47,6434,0,50,6428,0,18
3,7,558,0,90,12304,0,18
4294967294,8,648,0,88,12136,0,18
1,38,5480,0,57,7214,0,19
2,47,6434,0,50,6428,0,19
3,7,558,0,90,12304,0,19
4294967294,8,648,0,88,12136,0,19
1,38,5480,0,58,7556,0,20
2,48,6776,0,50,6428,0,20
3,7,558,0,91,12646,0,20
4294967294,8,648,0,89,12478,0,20
1,38,5480,0,58,7556,0,21
2,48,6776,0,50,6428,0,21
3,7,558,0,91,12646,0,21
4294967294,8,648,0,89,12478,0,21
1,39,5822,0,58,7556,0,22
2,48,6776,0,51,6770,0,22
3,7,558,0,92,12988,0,22
4294967294,8,648,0,90,12820,0,22
1,39,5822,0,58,7556,0,23
2,48,6776,0,51,6770,0,23
3,7,558,0,92,12988,0,23
4294967294,8,648,0,90,12820,0,23
1,39,5822,0,58,7556,0,24
2,48,6776,0,51,6770,0,24
3,7,558,0,92,12988,0,24
4294967294,8,648,0,90,12820,0,24
1,39,5822,0,58,7556,0,25
2,48,6776,0,51,6770,0,25
3,7,558,0,92,12988,0,25
4294967294,8,648,0,90,12820,0,25
1,39,5822,0,58,7556,0,26
2,48,6776,0,51,6770,0,26
3,7,558,0,92,12988,0,26
4294967294,8,648,0,90,12820,0,26
1,39,5822,0,58,7556,0,27
2,48,6776,0,51,6770,0,27
3,7,558,0,92,12988,0,27
4294967294,8,648,0,90,12820,0,27
1,39,5822,0,58,7556,0,28
2,48,6776,0,51,6770,0,28
3,7,558,0,92,12988,0,28
4294967294,8,648,0,90,12820,0,28
1,39,5822,0,58,7556,0,29
2,48,6776,0,51,6770,0,29
3,7,558,0,92,12988,0,29
4294967294,8,648,0,90,12820,0,29
1,39,5822,0,58,7556,0,30
2,48,6776,0,51,6770,0,30
3,7,558,0,92,12988,0,30
4294967294,8,648,0,90,12820,0,30
1,39,5822,0,58,7556,0,31
2,48,6776,0,51,6770,0,31
3,7,558,0,92,12988,0,31
4294967294,8,648,0,90,12820,0,31
1,40,5929,0,59,7663,0,32
2,49,6883,0,52,6877,0,32
3,7,558,0,94,13202,0,32
4294967294,8,648,0,92,13034,0,32
1,41,6271,0,59,7663,0,33
2,49,6883,0,53,7219,0,33
3,7,558,0,95,13544,0,33
4294967294,8,648,0,93,13376,0,33
1,41,6271,0,59,7663,0,34
2,49,6883,0,53,7219,0,34
3,7,558,0,95,13544,0,34
4294967294,8,648,0,93,13376,0,34
1,41,6271,0,59,7663,0,35
2,49,6883,0,53,7219,0,35
3,7,558,0,95,13544,0,35
4294967294,8,648,0,93,13376,0,35
1,41,6271,0,59,7663,0,36
2,49,6883,0,53,7219,0,36
3,7,558,0,95,13544,0,36
4294967294,8,648,0,93,13376,0,36
1,41,6271,0,59,7663,0,37
2,49,6883,0,53,7219,0,37
3,7,558,0,95,13544,0,37
4294967294,8,648,0,93,13376,0,37
1,41,6271,0,59,7663,0,38
2,49,6883,0,53,7219,0,38
3,7,558,0,95,13544,0,38
4294967294,8,648,0,93,13376,0,38
1,41,6271,0,59,7663,0,39
2,49,6883,0,53,7219,0,39
3,7,558,0,95,13544,0,39
4294967294,8,648,0,93,13376,0,39
1,41,6271,0,60,8005,0,40
2,50,7225,0,53,7219,0,40
3,7,558,0,96,13886,0,40
4294967294,8,648,0,94,13718,0,40
1,41,6271,0,60,8005,0,41
2,50,7225,0,53,7219,0,41
3,7,558,0,96,13886,0,41
4294967294,8,648,0,94,13718,0,41
1,41,6271,0,60,8005,0,42
2,50,7225,0,53,7219,0,42
3,7,558,0,96,13886,0,42
4294967294,8,648,0,94,13718,0,42
1,42,6613,0,60,8005,0,43
2,50,7225,0,54,7561,0,43
3,7,558,0,97,14228,0,43
4294967294,8,648,0,95,14060,0,43
1,42,6613,0,60,8005,0,44
2,50,7225,0,54,7561,0,44
3,7,558,0,97,14228,0,44
4294967294,8,648,0,95,14060,0,44
1,42,6613,0,60,8005,0,45
2,50,7225,0,54,7561,0,45
3,7,558,0,97,14228,0,45
4294967294,8,648,0,95,14060,0,45
1,42,6613,0,60,8005,0,46
2,50,7225,0,54,7561,0,46
3,7,558,0,97,14228,0,46
4294967294,8,648,0,95,14060,0,46
1,42,6613,0,60,8005,0,47
2,50,7225,0,54,7561,0,47
3,7,558,0,97,14228,0,47
4294967294,8,648,0,95,14060,0,47
1,42,6613,0,60,8005,0,48
2,50,7225,0,54,7561,0,48
3,7,558,0,97,14228,0,48
4294967294,8,648,0,95,14060,0,48
1,42,6613,0,60,8005,0,49
2,50,7225,0,54,7561,0,49
3,7,558,0,97,14228,0,49
4294967294,8,648,0,95,14060,0,49
1,46,7253,0,64,8645,0,50
2,54,7865,0,58,8201,0,50
3,7,558,0,105,15508,0,50
4294967294,8,648,0,103,15340,0,50
1,50,7610,0,69,9092,0,51
2,59,8312,0,62,8558,0,51
3,7,558,0,114,16312,0,51
4294967294,8,648,0,112,16144,0,51
1,58,9358,0,76,10750,0,52
2,67,10312,0,70,10306,0,52
3,7,558,0,129,19718,0,52
4294967294,8,648,0,127,19550,0,52
1,60,9943,0,79,11638,0,53
2,69,10858,0,72,10891,0,53
3,7,558,0,134,21191,0,53
4294967294,8,648,0,132,21023,0,53
1,62,10353,0,80,11745,0,54
2,70,10965,0,74,11301,0,54
3,7,558,0,137,21708,0,54
4294967294,8,648,0,135,21540,0,54
1,64,10666,0,82,12058,0,55
2,72,11278,0,76,11614,0,55
3,7,558,0,141,22334,0,55
4294967294,8,648,0,139,22166,0,55
1,65,10969,0,83,12361,0,56
2,73,11581,0,77,11917,0,56
3,7,558,0,143,22940,0,56
4294967294,8,648,0,141,22772,0,56
1,65,10969,0,83,12361,0,57
2,73,11581,0,77,11917,0,57
3,7,558,0,143,22940,0,57
4294967294,8,648,0,141,22772,0,57
1,66,11076,0,85,12810,0,58
2,75,12030,0,78,12024,0,58
3,7,558,0,146,23496,0,58
4294967294,8,648,0,144,23328,0,58
1,85,12706,0,100,16642,0,59
2,92,15796,0,97,13990,0,59
3,36,6090,0,182,28892,0,59
4294967294,8,648,0,149,23594,0,59
1,114,15556,0,119,21784,0,60
2,114,20840,0,122,17176,0,60
3,79,14076,0,233,36786,0,60
4294967294,8,648,0,150,23936,0,60
1,144,18196,0,139,27954,0,61
2,139,26970,0,151,20350,0,61
3,128,23420,0,288,45556,0,61
4294967294,8,648,0,150,23936,0,61
1,174,20836,0,159,34124,0,62
2,164,33100,0,178,23392,0,62
3,175,32632,0,343,54326,0,62
4294967294,8,648,0,150,23936,0,62
1,204,23476,0,179,40294,0,63
2,189,39230,0,208,26632,0,63
3,225,42042,0,398,63096,0,63
4294967294,8,648,0,150,23936,0,63
1,234,26116,0,199,46464,0,64
2,214,45360,0,237,29806,0,64
3,274,51386,0,453,71866,0,64
4294967294,8,648,0,150,23936,0,64
1,264,28756,0,219,52634,0,65
2,239,51490,0,263,32782,0,65
3,320,60532,0,508,80636,0,65
4294967294,8,648,0,150,23936,0,65
1,295,31503,0,240,58911,0,66
2,264,57653,0,289,35555,0,66
3,365,69368,0,564,89546,0,66
4294967294,8,648,0,152,24150,0,66
1,325,34143,0,260,65081,0,67
2,288,63717,0,315,38531,0,67
3,411,78514,0,618,98250,0,67
4294967294,8,648,0,152,24150,0,67
1,354,36717,0,281,71317,0,68
2,313,69847,0,343,41639,0,68
3,460,87858,0,672,106954,0,68
4294967294,8,648,0,152,24150,0,68
1,384,39357,0,301,77487,0,69
2,338,75977,0,370,44681,0,69
3,507,97070,0,727,115724,0,69
4294967294,8,648,0,152,24150,0,69
1,414,41997,0,322,83999,0,70
2,364,82449,0,397,47715,0,70
3,554,106274,0,783,124836,0,70
4294967294,8,648,0,153,24492,0,70
1,443,44571,0,343,90235,0,71
2,389,88579,0,427,50955,0,71
3,605,115750,0,837,133540,0,71
4294967294,8,648,0,153,24492,0,71
1,473,47211,0,363,96405,0,72
2,414,94709,0,454,54005,0,72
3,652,124970,0,892,142310,0,72
4294967294,8,648,0,153,24492,0,72
1,503,49851,0,383,102575,0,73
2,439,100839,0,481,57047,0,73
3,699,134182,0,947,151080,0,73
4294967294,8,648,0,153,24492,0,73
1,527,51963,0,399,107511,0,74
2,461,105883,0,505,59883,0,74
3,739,141954,0,993,158236,0,
