1,2,168,0,0,0,0,0
2,8,1021,0,0,0,0,0
3,2,168,0,0,0,0,0
4294967294,3,258,0,0,0,0,0
1,16,2435,0,22,2929,0,1
2,24,3450,0,20,2767,0,1
3,5,418,0,33,4946,0,1
4294967294,6,508,0,33,4946,0,1
1,20,3130,0,24,3322,0,2
2,26,3843,0,24,3462,0,2
3,5,418,0,39,6034,0,2
4294967294,6,508,0,39,6034,0,2
1,21,3433,0,26,3672,0,3
2,28,4193,0,25,3765,0,3
3,5,418,0,42,6687,0,3
4294967294,6,508,0,42,6687,0,3
1,25,4195,0,29,4115,0,4
2,31,4636,0,29,4527,0,4
3,5,418,0,49,7892,0,4
4294967294,6,508,0,49,7892,0,4
1,28,4638,0,35,4807,0,5
2,35,5188,0,34,5110,0,5
3,6,488,0,57,8957,0,5
4294967294,7,578,0,57,8957,0,5
1,28,4638,0,35,4807,0,6
2,35,5188,0,34,5110,0,6
3,6,488,0,57,8957,0,6
4294967294,7,578,0,57,8957,0,6
1,28,4638,0,36,4914,0,7
2,36,5295,0,34,5110,0,7
3,6,488,0,58,9064,0,7
4294967294,7,578,0,58,9064,0,7
1,30,4815,0,38,5054,0,8
2,38,5435,0,36,5287,0,8
3,6,488,0,62,9381,0,8
4294967294,7,578,0,62,9381,0,8
1,32,4955,0,43,5404,0,9
2,41,5645,0,40,5567,0,9
3,7,558,0,68,9801,0,9
4294967294,8,648,0,68,9801,0,9
1,33,5297,0,43,5404,0,10
2,41,5645,0,41,5909,0,10
3,7,558,0,69,10143,0,10
4294967294,8,648,0,69,10143,0,10
1,33,5297,0,43,5404,0,11
2,41,5645,0,41,5909,0,11
3,7,558,0,69,10143,0,11
4294967294,8,648,0,69,10143,0,11
1,33,5297,0,43,5404,0,12
2,41,5645,0,41,5909,0,12
3,7,558,0,69,10143,0,12
4294967294,8,648,0,69,10143,0,12
1,33,5297,0,44,5746,0,13
2,42,5987,0,41,5909,0,13
3,7,558,0,70,10485,0,13
4294967294,8,648,0,70,10485,0,13
1,34,5639,0,44,5746,0,14
2,42,5987,0,42,6251,0,14
3,7,558,0,71,10827,0,14
4294967294,8,648,0,71,10827,0,14
1,34,5639,0,45,5853,0,15
2,43,6094,0,42,6251,0,15
3,7,558,0,72,10934,0,15
4294967294,8,648,0,72,10934,0,15
1,35,5746,0,45,5853,0,16
2,43,6094,0,43,6358,0,16
3,7,558,0,73,11041,0,16
4294967294,8,648,0,73,11041,0,16
1,35,5746,0,45,5853,0,17
2,43,6094,0,43,6358,0,17
3,7,558,0,73,11041,0,17
4294967294,8,648,0,73,11041,0,17
1,35,5746,0,45,5853,0,18
2,43,6094,0,43,6358,0,18
3,7,558,0,73,11041,0,18
4294967294,8,648,0,73,11041,0,18
1,35,5746,0,45,5853,0,19
2,43,6094,0,43,6358,0,19
3,7,558,0,73,11041,0,19
4294967294,8,648,0,73,11041,0,19
1,35,5746,0,45,5853,0,20
2,43,6094,0,43,6358,0,20
3,7,558,0,73,11041,0,20
4294967294,8,648,0,73,11041,0,20
1,35,5746,0,45,5853,0,21
2,43,6094,0,43,6358,0,21
3,7,558,0,73,11041,0,21
4294967294,8,648,0,73,11041,0,21
1,35,5746,0,45,5853,0,22
2,43,6094,0,43,6358,0,22
3,7,558,0,73,11041,0,22
4294967294,8,648,0,73,11041,0,22
