1,2,168,0,0,0,0,0,unknown
2,2,168,0,0,0,0,0,unknown
3,2,168,0,0,0,0,0,unknown
4,3,258,0,0,0,0,0,unknown
4294967294,6,508,0,0,0,0,0,unknown
1,29,4382,0,9,750,0,1,5e:dc:7d:11:09:40
2,5,418,0,33,4714,0,1,00:00:00:00:00:03
3,5,418,0,33,4714,0,1,00:00:00:00:00:04
4,6,508,0,33,4714,0,1,00:00:00:00:00:05
4294967294,6,508,0,36,4964,0,1,00:00:00:00:00:05
1,36,6031,0,9,750,0,2,5e:dc:7d:11:09:40
2,5,418,0,40,6363,0,2,00:00:00:00:00:03
3,5,418,0,40,6363,0,2,00:00:00:00:00:04
4,6,508,0,40,6363,0,2,00:00:00:00:00:05
4294967294,6,508,0,43,6613,0,2,00:00:00:00:00:05
1,39,6744,0,9,750,0,3,5e:dc:7d:11:09:40
2,5,418,0,43,7076,0,3,00:00:00:00:00:03
3,5,418,0,43,7076,0,3,00:00:00:00:00:04
4,6,508,0,43,7076,0,3,00:00:00:00:00:05
4294967294,6,508,0,46,7326,0,3,00:00:00:00:00:05
1,43,7234,0,10,820,0,4,5e:dc:7d:11:09:40
2,5,418,0,48,7636,0,4,00:00:00:00:00:03
3,5,418,0,48,7636,0,4,00:00:00:00:00:04
4,6,508,0,48,7636,0,4,00:00:00:00:00:05
4294967294,7,578,0,50,7816,0,4,66:b9:e4:42:90:40
1,52,9047,0,13,1030,0,5,5e:dc:7d:11:09:40
2,6,488,0,59,9589,0,5,00:00:00:00:00:03
3,6,488,0,59,9589,0,5,00:00:00:00:00:04
4,7,578,0,59,9589,0,5,00:00:00:00:00:05
4294967294,7,578,0,62,9839,0,5,66:b9:e4:42:90:40
1,52,9047,0,13,1030,0,6,5e:dc:7d:11:09:40
2,6,488,0,59,9589,0,6,00:00:00:00:00:03
3,6,488,0,59,9589,0,6,00:00:00:00:00:04
4,7,578,0,59,9589,0,6,00:00:00:00:00:05
4294967294,7,578,0,62,9839,0,6,66:b9:e4:42:90:40
1,53,9154,0,13,1030,0,7,5e:dc:7d:11:09:40
2,6,488,0,60,9696,0,7,00:00:00:00:00:03
3,6,488,0,60,9696,0,7,00:00:00:00:00:04
4,7,578,0,60,9696,0,7,00:00:00:00:00:05
4294967294,7,578,0,63,9946,0,7,66:b9:e4:42:90:40
1,56,9401,0,14,1100,0,8,5e:dc:7d:11:09:40
2,6,488,0,64,10013,0,8,00:00:00:00:00:03
3,6,488,0,64,10013,0,8,00:00:00:00:00:04
4,7,578,0,64,10013,0,8,00:00:00:00:00:05
4294967294,8,648,0,66,10193,0,8,66:b9:e4:42:90:40
1,60,9681,0,17,1310,0,9,5e:dc:7d:11:09:40
2,7,558,0,70,10433,0,9,00:00:00:00:00:03
3,7,558,0,70,10433,0,9,00:00:00:00:00:04
4,8,648,0,70,10433,0,9,00:00:00:00:00:05
4294967294,8,648,0,73,10683,0,9,66:b9:e4:42:90:40
1,60,9681,0,17,1310,0,10,5e:dc:7d:11:09:40
2,7,558,0,70,10433,0,10,00:00:00:00:00:03
3,7,558,0,70,10433,0,10,00:00:00:00:00:04
4,8,648,0,70,10433,0,10,00:00:00:00:00:05
4294967294,8,648,0,73,10683,0,10,66:b9:e4:42:90:40
1,61,10023,0,17,1310,0,11,5e:dc:7d:11:09:40
2,7,558,0,71,10775,0,11,00:00:00:00:00:03
3,7,558,0,71,10775,0,11,00:00:00:00:00:04
4,8,648,0,71,10775,0,11,00:00:00:00:00:05
4294967294,8,648,0,74,11025,0,11,66:b9:e4:42:90:40
1,62,10365,0,17,1310,0,12,5e:dc:7d:11:09:40
2,7,558,0,72,11117,0,12,00:00:00:00:00:03
3,7,558,0,72,11117,0,12,00:00:00:00:00:04
4,8,648,0,72,11117,0,12,00:00:00:00:00:05
4294967294,8,648,0,75,11367,0,12,66:b9:e4:42:90:40
1,62,10365,0,17,1310,0,13,5e:dc:7d:11:09:40
2,7,558,0,72,11117,0,13,00:00:00:00:00:03
3,7,558,0,72,11117,0,13,00:00:00:00:00:04
4,8,648,0,72,11117,0,13,00:00:00:00:00:05
4294967294,8,648,0,75,11367,0,13,66:b9:e4:42:90:40
1,62,10365,0,17,1310,0,14,5e:dc:7d:11:09:40
2,7,558,0,72,11117,0,14,00:00:00:00:00:03
3,7,558,0,72,11117,0,14,00:00:00:00:00:04
4,8,648,0,72,11117,0,14,00:00:00:00:00:05
4294967294,8,648,0,75,11367,0,14,66:b9:e4:42:90:40
1,63,10472,0,17,1310,0,15,5e:dc:7d:11:09:40
2,7,558,0,73,11224,0,15,00:00:00:00:00:03
3,7,558,0,73,11224,0,15,00:00:00:00:00:04
4,8,648,0,73,11224,0,15,00:00:00:00:00:05
4294967294,8,648,0,76,11474,0,15,66:b9:e4:42:90:40
1,64,10579,0,17,1310,0,16,5e:dc:7d:11:09:40
2,7,558,0,74,11331,0,16,00:00:00:00:00:03
3,7,558,0,74,11331,0,16,00:00:00:00:00:04
