1,0,0,0,0,0,0,0,unknown
2,2,168,0,0,0,0,0,unknown
3,2,168,0,0,0,0,0,unknown
4,1,78,0,0,0,0,0,unknown
4294967294,3,258,0,0,0,0,0,unknown
1,29,3638,0,10,820,0,1,5a:7f:fa:26:31:ed
2,4,328,0,37,4298,0,1,00:00:00:00:00:03
3,5,418,0,36,4208,0,1,00:00:00:00:00:04
4,4,328,0,36,4208,0,1,00:00:00:00:00:05
4294967294,5,418,0,37,4298,0,1,ca:26:9b:71:ac:4d
1,42,6240,0,13,1090,0,2,5a:7f:fa:26:31:ed
2,5,418,0,52,7080,0,2,00:00:00:00:00:03
3,5,418,0,52,7080,0,2,00:00:00:00:00:04
4,5,418,0,51,6990,0,2,00:00:00:00:00:05
4294967294,6,508,0,52,7080,0,2,ca:26:9b:71:ac:4d
1,45,7188,0,13,1090,0,3,5a:7f:fa:26:31:ed
2,5,418,0,55,8028,0,3,00:00:00:00:00:03
3,5,418,0,55,8028,0,3,00:00:00:00:00:04
4,5,418,0,54,7938,0,3,00:00:00:00:00:05
4294967294,6,508,0,55,8028,0,3,ca:26:9b:71:ac:4d
1,48,7645,0,13,1090,0,4,5a:7f:fa:26:31:ed
2,5,418,0,58,8485,0,4,00:00:00:00:00:03
3,5,418,0,58,8485,0,4,00:00:00:00:00:04
4,5,418,0,57,8395,0,4,00:00:00:00:00:05
4294967294,6,508,0,58,8485,0,4,ca:26:9b:71:ac:4d
1,57,8914,0,17,1370,0,5,5a:7f:fa:26:31:ed
2,6,488,0,70,9964,0,5,00:00:00:00:00:03
3,6,488,0,70,9964,0,5,00:00:00:00:00:04
4,6,488,0,69,9874,0,5,00:00:00:00:00:05
4294967294,7,578,0,70,9964,0,5,ca:26:9b:71:ac:4d
1,58,9256,0,17,1370,0,6,5a:7f:fa:26:31:ed
2,6,488,0,71,10306,0,6,00:00:00:00:00:03
3,6,488,0,71,10306,0,6,00:00:00:00:00:04
4,6,488,0,70,10216,0,6,00:00:00:00:00:05
4294967294,7,578,0,71,10306,0,6,ca:26:9b:71:ac:4d
1,58,9256,0,17,1370,0,7,5a:7f:fa:26:31:ed
2,6,488,0,71,10306,0,7,00:00:00:00:00:03
3,6,488,0,71,10306,0,7,00:00:00:00:00:04
4,6,488,0,70,10216,0,7,00:00:00:00:00:05
4294967294,7,578,0,71,10306,0,7,ca:26:9b:71:ac:4d
1,60,9470,0,17,1370,0,8,5a:7f:fa:26:31:ed
2,6,488,0,73,10520,0,8,00:00:00:00:00:03
3,6,488,0,73,10520,0,8,00:00:00:00:00:04
4,6,488,0,72,10430,0,8,00:00:00:00:00:05
4294967294,7,578,0,73,10520,0,8,ca:26:9b:71:ac:4d
1,66,9890,0,21,1650,0,9,5a:7f:fa:26:31:ed
2,7,558,0,82,11150,0,9,00:00:00:00:00:03
3,7,558,0,82,11150,0,9,00:00:00:00:00:04
4,7,558,0,81,11060,0,9,00:00:00:00:00:05
4294967294,8,648,0,82,11150,0,9,ca:26:9b:71:ac:4d
1,67,10232,0,21,1650,0,10,5a:7f:fa:26:31:ed
2,7,558,0,83,11492,0,10,00:00:00:00:00:03
3,7,558,0,83,11492,0,10,00:00:00:00:00:04
4,7,558,0,82,11402,0,10,00:00:00:00:00:05
4294967294,8,648,0,83,11492,0,10,ca:26:9b:71:ac:4d
1,68,10574,0,21,1650,0,11,5a:7f:fa:26:31:ed
2,7,558,0,84,11834,0,11,00:00:00:00:00:03
3,7,558,0,84,11834,0,11,00:00:00:00:00:04
4,7,558,0,83,11744,0,11,00:00:00:00:00:05
4294967294,8,648,0,84,11834,0,11,ca:26:9b:71:ac:4d
1,68,10574,0,21,1650,0,12,5a:7f:fa:26:31:ed
2,7,558,0,84,11834,0,12,00:00:00:00:00:03
3,7,558,0,84,11834,0,12,00:00:00:00:00:04
4,7,558,0,83,11744,0,12,00:00:00:00:00:05
4294967294,8,648,0,84,11834,0,12,ca:26:9b:71:ac:4d
1,68,10574,0,21,1650,0,13,5a:7f:fa:26:31:ed
2,7,558,0,84,11834,0,13,00:00:00:00:00:03
3,7,558,0,84,11834,0,13,00:00:00:00:00:04
4,7,558,0,83,11744,0,13,00:00:00:00:00:05
4294967294,8,648,0,84,11834,0,13,ca:26:9b:71:ac:4d
1,68,10574,0,21,1650,0,14,5a:7f:fa:26:31:ed
2,7,558,0,84,11834,0,14,00:00:00:00:00:03
3,7,558,0,84,11834,0,14,00:00:00:00:00:04
4,7,558,0,83,11744,0,14,00:00:00:00:00:05
4294967294,8,648,0,84,11834,0,14,ca:26:9b:71:ac:4d
1,68,10574,0,21,1650,0,15,5a:7f:fa:26:31:ed
2,7,558,0,84,11834,0,15,00:00:00:00:00:03
3,7,558,0,84,11834,0,15,00:00:00:00:00:04
4,7,558,0,83,11744,0,15,00:00:00:00:00:05
4294967294,8,648,0,84,11834,0,15,ca:26:9b:71:ac:4d
1,71,11130,0,21,1650,0,16,5a:7f:fa:26:31:ed
2,7,558,0,87,12390,0,16,00:00:00:00:00:03
3,7,558,0,87,12390,0,16,00:00:00:00:00:04
4,7,558,0,86,12300,0,16,00:00:00:00:00:05
4294967294,8,648,0,87,12390,0,16,ca:26:9b:71:ac:4d
1,71,11130,0,21,1650,0,17,5a:7f:fa:26:31:ed
2,7,558,0,87,12390,0,17,00:00:00:00:00:03
3,7,558,0,87,12390,0,17,00:00:00:00:00:04
4,7,558,0,86,12300,0,17,00:00:00:00:00:05
4294967294,8,648,0,87,12390,0,17,ca:26:9b:71:ac:4d
1,71,11130,0,21,1650,0,18,5a:7f:fa:26:31:ed
2,7,558,0,87,12390,0,18,00:00:00:00:00:03
3,7,558,0,87,12390,0,18,00:00:00:00:00:04
4,7,558,0,86,12300,0,18,00:00:00:00:00:05
4294967294,8,648,0,87,12390,0,18,ca:26:9b:71:ac:4d
1,71,11130,0,21,1650,0,19,5a:7f:fa:26:31:ed
2,7,558,0,87,12390,0,19,00:00:00:00:00:03
3,7,558,0,87,12390,0,19,00:00:00:00:00:04
4,7,558,0,86,12300,0,19,00:00:00:00:00:05
4294967294,8,648,0,87,12390,0,19,ca:26:9b:71:ac:4d
1,71,11130,0,21,1650,0,20,5a:7f:fa:26:31:ed
2,7,558,0,87,12390,0,20,00:00:00:00:00:03
3,7,558,0,87,12390,0,20,00:00:00:00:00:04
4,7,558,0,86,12300,0,20,00:00:00:00:00:05
4294967294,8,648,0,87,12390,0,20,ca:26:9b:71:ac:4d
1,71,11130,0,21,1650,0,21,5a:7f:fa:26:31:ed
2,7,558,0,87,12390,0,21,00:00:00:00:00:03
3,7,558,0,87,12390,0,21,00:00:00:00:00:04
4,7,558,0,86,12300,0,21,00:00:00:00:00:05
4294967294,8,648,0,87,12390,0,21,ca:26:9b:71:ac:4d
1,71,11130,0,21,1650,0,22,5a:7f:fa:26:31:ed
2,7,558,0,87,12390,0,22,00:00:00:00:00:03
3,7,558,0,87,12390,0,22,00:00:00:00:00:04
4,7,558,0,86,12300,0,22,00:00:00:00:00:05
4294967294,8,648,0,87,12390,0,22,ca:26:9b:71:ac:4d
1,71,11130,0,21,1650,0,23,5a:7f:fa:26:31:ed
2,7,558,0,87,12390,0,23,00:00:00:00:00:03
3,7,558,0,87,12390,0,23,00:00:00:00:00:04
4,7,558,0,86,12300,0,23,00:00:00:00:00:05
4294967294,8,648,0,87,12390,0,23,ca:26:9b:71:ac:4d
1,72,11472,0,21,1650,0,24,5a:7f:fa:26:31:ed
2,7,558,0,88,12732,0,24,00:00:00:00:00:03
3,7,558,0,88,12732,0,24,00:00:00:00:00:04
4,7,558,0,87,12642,0,24,00:00:00:00:00:05
4294967294,8,648,0,88,12732,0,24,ca:26:9b:71:ac:4d
1,73,11814,0,21,1650,0,25,5a:7f:fa:26:31:ed
2,7,558,0,89,13074,0,25,00:00:00:00:00:03
3,7,558,0,89,13074,0,25,00:00:00:00:00:04
4,7,558,0,88,12984,0,25,00:00:00:00:00:05
4294967294,8,648,0,89,13074,0,25,ca:26:9b:71:ac:4d
1,73,11814,0,21,1650,0,26,5a:7f:fa:26:31:ed
2,7,558,0,89,13074,0,26,00:00:00:00:00:03
3,7,558,0,89,13074,0,26,00:00:00:00:00:04
4,7,558,0,88,12984,0,26,00:00:00:00:00:05
4294967294,8,648,0,89,13074,0,26,ca:26:9b:71:ac:4d
1,73,11814,0,21,1650,0,27,5a:7f:fa:26:31:ed
2,7,558,0,89,13074,0,27,00:00:00:00:00:03
3,7,558,0,89,13074,0,27,00:00:00:00:00:04
4,7,558,0,88,12984,0,27,00:00:00:00:00:05
4294967294,8,648,0,89,13074,0,27,ca:26:9b:71:ac:4d
1,73,11814,0,21,1650,0,28,5a:7f:fa:26:31:ed
2,7,558,0,89,13074,0,28,00:00:00:00:00:03
3,7,558,0,89,13074,0,28,00:00:00:00:00:04
4,7,558,0,88,12984,0,28,00:00:00:00:00:05
4294967294,8,648,0,89,13074,0,28,ca:26:9b:71:ac:4d
1,73,11814,0,21,1650,0,29,5a:7f:fa:26:31:ed
2,7,558,0,89,13074,0,29,00:00:00:00:00:03
3,7,558,0,89,13074,0,29,00:00:00:00:00:04
4,7,558,0,88,12984,0,29,00:00:00:00:00:05
4294967294,8,648,0,89,13074,0,29,ca:26:9b:71:ac:4d
1,73,11814,0,21,1650,0,30,5a:7f:fa:26:31:ed
2,7,558,0,89,13074,0,30,00:00:00:00:00:03
3,7,558,0,89,13074,0,30,00:00:00:00:00:04
4,7,558,0,88,12984,0,30,00:00:00:00:00:05
4294967294,8,648,0,89,13074,0,30,ca:26:9b:71:ac:4d
1,73,11814,0,21,1650,0,31,5a:7f:fa:26:31:ed
2,7,558,0,89,13074,0,31,00:00:00:00:00:03
3,7,558,0,89,13074,0,31,00:00:00:00:00:04
4,7,558,0,88,12984,0,31,00:00:00:00:00:05
4294967294,8,648,0,89,13074,0,31,ca:26:9b:71:ac:4d
1,75,12028,0,21,1650,0,32,5a:7f:fa:26:31:ed
2,7,558,0,91,13288,0,32,00:00:00:00:00:03
3,7,558,0,91,13288,0,32,00:00:00:00:00:04
4,7,558,0,90,13198,0,32,00:00:00:00:00:05
4294967294,8,648,0,91,13288,0,32,ca:26:9b:71:ac:4d
1,75,12028,0,21,1650,0,33,5a:7f:fa:26:31:ed
2,7,558,0,91,13288,0,33,00:00:00:00:00:03
3,7,558,0,91,13288,0,33,00:00:00:00:00:04
4,7,558,0,90,13198,0,33,00:00:00:00:00:05
4294967294,8,648,0,91,13288,0,33,ca:26:9b:71:ac:4d
1,75,12028,0,21,1650,0,34,5a:7f:fa:26:31:ed
2,7,558,0,91,13288,0,34,00:00:00:00:00:03
3,7,558,0,91,13288,0,34,00:00:00:00:00:04
4,7,558,0,90,13198,0,34,00:00:00:00:00:05
4294967294,8,648,0,91,13288,0,34,ca:26:9b:71:ac:4d
1,75,12028,0,21,1650,0,35,5a:7f:fa:26:31:ed
2,7,558,0,91,13288,0,35,00:00:00:00:00:03
3,7,558,0,91,13288,0,35,00:00:00:00:00:04
